"indicator","subtopic","short.description","population","year","group","female","female.low.CI","female.high.CI","male","male.low.CI","male.high.CI","total","total.low.CI","total.high.CI","estimated.number","estimated.number.low.CI","estimated.number.high.CI"
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2016,"65+",2.8,1.3,5.2,2.1,0.8,4.4,2.4,1.3,4.1,17000,9000,28000
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2016,"Non-problem gambler",4.2,2.7,6.1,4,2.4,6,4.1,2.9,5.5,1e+05,72000,134000
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2016,"Low-risk gambler",34.2,18.4,52.9,27.7,12.4,48.1,30.7,19.8,43.5,38000,24000,54000
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2016,"Moderate-risk or problem gambler",42.7,18.7,69.6,56.4,28.4,81.7,52,32.5,71.1,30000,19000,41000
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2016,"Maori",7.2,4.2,11.5,6.9,3.9,11.2,7.1,4.8,10,35000,24000,49000
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2016,"Pacific",5.3,2.9,8.6,7.4,3.8,12.7,6.4,4.2,9.2,16000,11000,23000
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2016,"Asian",3.1,0.3,11.1,6,1.4,15.8,4.5,1.5,10,25000,8000,55000
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2016,"European/Other",4.1,2.8,5.7,4.5,3.1,6.3,4.3,3.3,5.5,123000,94000,157000
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2018,"Least (1-3)",3.4,1.5,6.5,4.5,2.1,8.2,3.9,2.3,6.3,49000,28000,79000
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2018,"Mid (4-7)",5.3,3.2,8.3,6.4,2.7,12.4,5.8,3.7,8.7,91000,57000,135000
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2018,"Most (8-10)",6.4,4.3,9,7.7,4.2,12.6,7,5,9.5,77000,55000,105000
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2018,"Total",5,3.7,6.5,6.1,4.1,8.7,5.5,4.4,7,218000,172000,274000
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2018,"15-24",1.9,0.6,4.6,10.3,2.6,25.3,6.2,2.1,13.9,42000,14000,93000
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2018,"25-44",3.7,1.9,6.6,6.5,3.5,10.8,5.1,3.2,7.6,66000,42000,98000
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2018,"45-64",7.3,4.6,10.8,3.7,1.8,6.7,5.6,3.9,7.8,67000,47000,93000
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2018,"65+",5.9,3,10.3,5.1,2.4,9.3,5.5,3.5,8.2,43000,27000,63000
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2018,"Non-problem gambler",6.5,4.6,8.9,6.1,3.9,9.1,6.3,4.8,8.1,154000,118000,197000
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2018,"Low-risk gambler",14.7,5.2,30.3,17.7,4.7,40.4,16.8,7.1,31.4,24000,10000,44000
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2018,"Moderate-risk or problem gambler",NA,NA,NA,52.5,14,88.8,52.7,23.4,80.7,40000,18000,61000
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2018,"Maori",8.7,5.5,13,9,4.3,16,8.8,6,12.4,46000,31000,64000
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2018,"Pacific",6.1,3.2,10.4,8.1,3.2,16.2,7.1,3.9,11.7,19000,10000,31000
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2018,"Asian",1.3,0.2,4.3,4.3,1.2,10.6,2.8,1,6,17000,6000,36000
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults",2018,"European/Other",5.2,3.6,7.2,5.7,3.3,8.9,5.4,4,7.2,161000,118000,213000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2012,"Least (1-3)",60.5,53.1,67.6,62.2,54.3,69.6,61.3,56.2,66.3,582000,533000,629000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2012,"Mid (4-7)",63.8,57.9,69.4,56.7,50,63.2,60.5,56,64.7,906000,840000,971000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2012,"Most (8-10)",58.9,51.8,65.6,55.6,45.8,65.2,57.3,50.5,63.9,602000,530000,672000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2012,"Total",61.5,57.8,65.1,57.9,53.4,62.3,59.7,56.7,62.7,2090000,1985000,2193000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2012,"15-24",45.7,33.5,58.3,32,19.9,46.1,38.7,28.5,49.7,241000,177000,309000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2012,"25-44",66,61.1,70.7,59.6,51.9,67,62.9,58.5,67.2,720000,670000,769000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2012,"45-64",65.2,58.5,71.4,70.8,64.3,76.7,67.8,63.1,72.3,752000,699000,801000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2012,"65+",61.1,53.2,68.6,60,51.8,67.8,60.6,54.8,66.2,377000,341000,412000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2012,"Non-problem gambler",86.4,83.2,89.2,85.7,81.3,89.5,86.1,83.5,88.4,1964000,1905000,2016000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2012,"Low-risk gambler",90,61.9,99.4,89.3,69.3,98.2,89.6,75.3,97.2,85000,71000,92000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2012,"Moderate-risk or problem gambler",NA,NA,NA,NA,NA,NA,90.7,79.2,97.1,42000,36000,45000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2012,"Maori",67.9,61.7,73.7,56.8,48.6,64.6,62.6,57.6,67.4,286000,263000,307000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2012,"Pacific",59.5,47.9,70.3,51.6,43.1,60.2,55.7,48.6,62.6,113000,98000,127000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2012,"Asian",47.3,33.6,61.3,47.1,31.3,63.4,47.2,37,57.6,188000,147000,229000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2012,"European/Other",62.4,58.1,66.5,58,52.7,63.1,60.3,56.7,63.8,1637000,1540000,1731000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2014,"Least (1-3)",66.6,57.8,74.6,62.7,53.4,71.3,64.7,57.7,71.2,740000,660000,815000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2014,"Mid (4-7)",58.4,52,64.5,59.9,52.8,66.8,59.1,54,64.1,920000,841000,997000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2014,"Most (8-10)",57,50.9,63,48.9,40.7,57.2,53.3,47.8,58.8,471000,423000,519000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2014,"Total",60.5,56.4,64.5,58.3,53.8,62.7,59.5,56.2,62.7,2141000,2022000,2256000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2014,"15-24",40.4,25.7,56.5,32.7,21.1,46.1,36.5,26.3,47.6,236000,170000,308000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2014,"25-44",62.9,57.4,68.1,60.3,52.6,67.6,61.6,56.9,66.2,716000,660000,769000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2014,"45-64",68.6,62,74.8,68.2,60.1,75.6,68.4,63.5,73,748000,695000,799000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2014,"65+",61.4,51.8,70.4,64.9,56.7,72.4,63,56.6,69.2,441000,396000,484000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2014,"Non-problem gambler",86.1,82.7,89.1,82.8,78.3,86.7,84.5,81.8,87,1990000,1926000,2048000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2014,"Low-risk gambler",89.4,65.8,98.8,83,53.7,97.3,85.9,68.6,95.7,92000,74000,103000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2014,"Moderate-risk or problem gambler",NA,NA,NA,NA,NA,NA,88.6,62.8,98.8,59000,42000,65000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2014,"Maori",63.6,55.6,71,57.5,48.6,66.1,60.7,54.6,66.6,286000,257000,313000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2014,"Pacific",54,44.5,63.3,47.7,36.6,59,50.9,43.8,57.9,113000,98000,129000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2014,"Asian",43,27.3,59.8,47.3,33.1,61.8,45.1,32.6,58.1,207000,149000,266000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2014,"European/Other",64.6,60,69.1,61,55.7,66,62.9,59.1,66.5,1720000,1616000,1820000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2016,"Least (1-3)",61.3,55.4,67,64.3,57.9,70.4,62.8,58.3,67.1,730000,679000,780000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2016,"Mid (4-7)",60.4,55,65.7,59.9,54.6,65,60.2,56.4,63.9,986000,924000,1046000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2016,"Most (8-10)",58.2,52.9,63.2,60.8,54.4,66.9,59.5,55.2,63.6,577000,536000,618000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2016,"Total",60.2,57,63.2,61.5,58.2,64.7,60.8,58.5,63,2294000,2208000,2377000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2016,"15-24",34.1,24.6,44.7,39.8,30.8,49.4,37.1,30.6,44,248000,205000,294000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2016,"25-44",64,58.8,68.9,60.1,53.1,66.7,62.1,57.7,66.3,759000,706000,811000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2016,"45-64",71.2,66.2,75.9,71.7,66.3,76.8,71.5,67.9,74.8,855000,812000,896000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2016,"65+",57,50.8,63,69.2,62.9,75,63,58.6,67.3,431000,401000,460000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2016,"Non-problem gambler",88,85.4,90.3,85.7,82.7,88.3,86.8,84.9,88.6,2141000,2094000,2185000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2016,"Low-risk gambler",82.5,63.3,94.2,77.2,57.1,91.1,79.7,66.8,89.3,1e+05,84000,112000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2016,"Moderate-risk or problem gambler",95.7,87.1,99.2,88.8,52,99.7,91,66.7,99.3,52000,38000,57000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2016,"Maori",61.8,56.5,67,58.9,51.5,66,60.4,56.1,64.7,3e+05,279000,321000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2016,"Pacific",49.5,41.7,57.2,51.9,43.3,60.3,50.7,44.6,56.8,129000,113000,144000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2016,"Asian",45.1,35.9,54.6,46.5,36.1,57.1,45.8,38.5,53.2,252000,212000,292000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2016,"European/Other",63.7,60.2,67.1,65,61.1,68.7,64.3,61.7,66.9,1842000,1766000,1916000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2018,"Least (1-3)",54,47.7,60.2,60.4,52.5,67.9,57.2,52.1,62.2,722000,658000,785000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2018,"Mid (4-7)",55.2,49.3,60.9,52.6,44.4,60.6,53.9,49.2,58.6,839000,766000,911000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2018,"Most (8-10)",56.3,50.2,62.4,53.1,45.7,60.4,54.7,50,59.5,603000,550000,655000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2018,"Total",55,51.7,58.3,55.2,50.8,59.6,55.1,52.5,57.7,2172000,2067000,2276000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2018,"15-24",33.6,24.6,43.6,27.9,14.7,44.7,30.7,22.8,39.5,206000,153000,266000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2018,"25-44",51.9,46,57.7,58.1,50.7,65.3,55,50.5,59.3,714000,656000,771000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2018,"45-64",66,60.9,70.8,62.7,54.4,70.5,64.5,59.9,68.8,770000,716000,822000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2018,"65+",60.1,53.3,66.7,64.4,55.5,72.7,62.2,56.5,67.7,482000,438000,524000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2018,"Non-problem gambler",81.7,78,85,83.5,78.7,87.6,82.5,79.5,85.2,2007000,1934000,2073000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2018,"Low-risk gambler",82,57.2,95.8,66.7,33.4,90.9,71.5,47.5,89,101000,67000,126000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2018,"Moderate-risk or problem gambler",NA,NA,NA,81,49.7,96.9,84.5,63.2,96.1,64000,48000,73000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2018,"Maori",58.7,51.9,65.3,54.5,45.6,63.2,56.7,50.9,62.4,293000,263000,322000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2018,"Pacific",48.3,39.3,57.4,54.8,44.1,65.1,51.5,45,58.1,136000,118000,153000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2018,"Asian",29,20.4,38.9,39.7,26.6,54,34.2,26.8,42.3,208000,162000,257000
"ind_3","Gambling participation","Any NZ Lotto products","adults",2018,"European/Other",60.4,56.6,64.2,58.1,53,63.1,59.3,56.1,62.4,1761000,1667000,1853000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2012,"Least (1-3)",11.7,7.3,17.6,12.5,6.6,20.9,12.1,7.5,18.2,115000,71000,173000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2012,"Mid (4-7)",14.7,9.9,20.7,9.6,6.2,13.8,12.3,8.7,16.6,184000,131000,248000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2012,"Most (8-10)",12.8,8.8,17.8,17.6,11.7,25,15.1,10.8,20.3,159000,114000,213000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2012,"Total",13.3,10.6,16.5,12.8,9.8,16.3,13.1,10.7,15.9,457000,375000,554000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2012,"15-24",16.6,9,27.1,13.9,6.5,25,15.3,9.2,23.3,95000,57000,144000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2012,"25-44",11.8,8.7,15.5,15.1,10.6,20.6,13.4,10.6,16.7,153000,121000,190000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2012,"45-64",13.6,9.5,18.6,10.2,5.9,16.1,12,8.6,16.2,133000,95000,180000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2012,"65+",12.6,7.7,19,11.8,7.3,17.7,12.2,8.2,17.2,76000,51000,107000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2012,"Non-problem gambler",16.4,12.7,20.8,16.1,12,20.8,16.3,13.1,19.9,371000,298000,453000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2012,"Low-risk gambler",59.6,32.1,83.3,46.4,23.1,70.8,52.2,35.1,69,49000,33000,65000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2012,"Moderate-risk or problem gambler",NA,NA,NA,NA,NA,NA,59.3,37.2,79,27000,17000,36000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2012,"Maori",18.2,13.6,23.6,17.8,12.3,24.4,18,14.4,22,82000,66000,1e+05
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2012,"Pacific",7.3,3.5,13,14,6.5,25.1,10.5,5.9,17,21000,12000,34000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2012,"Asian",10.9,3.6,23.8,5,0.3,20.7,8.2,3.2,16.6,32000,13000,66000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2012,"European/Other",13.7,10.5,17.6,12.7,9.3,16.9,13.3,10.3,16.7,360000,280000,453000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2014,"Least (1-3)",12,7.4,18.1,10.1,5.9,15.7,11,7.8,15.1,126000,89000,173000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2014,"Mid (4-7)",12.8,9.5,16.8,12.9,9.1,17.5,12.8,10.2,15.9,2e+05,158000,248000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2014,"Most (8-10)",13.5,9.1,19,17,11,24.6,15.1,11.6,19.1,133000,103000,169000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2014,"Total",12.7,10.4,15.3,12.9,10.3,15.9,12.8,11.1,14.7,460000,399000,529000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2014,"15-24",16.8,9.1,27.4,10.4,4.8,19,13.5,8.4,20.3,87000,54000,131000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2014,"25-44",15.9,11.6,21.1,20.7,15,27.5,18.2,14.7,22.2,211000,171000,257000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2014,"45-64",11,7.5,15.3,8.8,5,14.2,9.9,7.3,13,108000,80000,142000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2014,"65+",6.7,3.9,10.6,8.7,4.9,14,7.6,5.3,10.6,53000,37000,74000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2014,"Non-problem gambler",16,12.7,19.7,15.9,12.3,20,15.9,13.4,18.7,375000,316000,439000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2014,"Low-risk gambler",45.5,24.6,67.6,29.8,11.4,54.8,36.9,22.7,52.9,39000,24000,57000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2014,"Moderate-risk or problem gambler",NA,NA,NA,NA,NA,NA,70.2,43.3,89.6,46000,29000,59000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2014,"Maori",18.1,12.7,24.8,18.3,11.9,26.4,18.2,14.1,23,86000,66000,108000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2014,"Pacific",19.1,8.4,34.7,11.7,5.8,20.2,15.4,9,24,34000,20000,53000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2014,"Asian",4.7,1.2,11.7,0.6,0,3.7,2.7,0.8,6.4,12000,4000,29000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2014,"European/Other",13.9,11,17.2,13.8,10.5,17.6,13.8,11.6,16.3,378000,318000,445000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2016,"Least (1-3)",8,5.3,11.5,8.7,5.2,13.4,8.3,6,11.2,97000,70000,130000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2016,"Mid (4-7)",10.2,7.7,13.3,11.4,8,15.7,10.8,8.7,13.3,176000,141000,217000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2016,"Most (8-10)",10.7,7.6,14.6,9.7,6.5,13.8,10.2,7.8,13.1,99000,75000,126000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2016,"Total",9.7,8,11.5,10.1,8.1,12.5,9.9,8.6,11.4,372000,323000,427000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2016,"15-24",11.6,7,17.7,10.6,5.8,17.4,11.1,7.6,15.4,74000,51000,103000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2016,"25-44",11.3,8.4,14.8,14.9,10.1,20.8,13,10.2,16.3,159000,124000,198000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2016,"45-64",9.4,6.9,12.5,6.9,4.5,10,8.2,6.5,10.3,98000,77000,122000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2016,"65+",5.4,3.3,8.3,6.7,4,10.4,6,4.3,8.3,41000,29000,57000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2016,"Non-problem gambler",12.4,10.2,14.8,10.7,8.1,13.9,11.6,9.8,13.5,285000,242000,332000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2016,"Low-risk gambler",36.1,21.2,53.2,37.7,22.9,54.4,36.9,26.7,48.1,46000,34000,61000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2016,"Moderate-risk or problem gambler",59,30.3,83.8,76,54.4,90.8,70.5,53.8,84,40000,31000,48000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2016,"Maori",19.3,14.5,25,18.8,12.4,26.8,19.1,15,23.8,95000,74000,118000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2016,"Pacific",8.7,4.3,15.1,13.2,7.4,21.1,11,7.3,15.6,28000,18000,39000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2016,"Asian",2.1,0.3,7,6.1,1.3,16.6,4,1.3,9.1,22000,7000,50000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2016,"European/Other",10.1,8.2,12.3,10.5,8.1,13.2,10.3,8.7,12,294000,249000,344000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2018,"Least (1-3)",8.7,5.2,13.5,5.3,2.7,9.1,7.1,4.7,10.1,89000,60000,127000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2018,"Mid (4-7)",10.5,7.6,14.2,13.7,7.5,22.3,12.1,8.4,16.6,188000,131000,258000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2018,"Most (8-10)",14.2,10.8,18.2,16.4,10.4,24,15.3,11.7,19.5,168000,128000,214000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2018,"Total",10.9,9,13.1,11.7,8.4,15.7,11.3,9.4,13.6,445000,369000,533000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2018,"15-24",9.8,4.7,17.4,17.6,6.3,35.8,13.8,6.7,24.2,93000,45000,163000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2018,"25-44",10.7,7.6,14.6,12.5,7.8,18.8,11.6,8.7,15.1,151000,113000,196000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2018,"45-64",12.6,9,17.1,7.3,3.9,12.3,10.1,7.5,13.2,121000,90000,158000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2018,"65+",9.5,6,14.2,11.3,7.1,16.8,10.4,7.7,13.6,80000,60000,105000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2018,"Non-problem gambler",15.2,12.4,18.4,15.4,10.6,21.2,15.3,12.5,18.4,372000,303000,448000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2018,"Low-risk gambler",21.5,9.9,37.8,20.5,5.6,45.2,20.8,9.4,36.9,30000,13000,52000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2018,"Moderate-risk or problem gambler",NA,NA,NA,52.2,13.6,88.9,57.7,28.7,83.2,44000,22000,63000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2018,"Maori",15.8,11.2,21.5,13.8,8.5,20.7,14.9,11.2,19.1,77000,58000,99000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2018,"Pacific",11.2,6.9,16.8,12.1,6.3,20.3,11.6,7.8,16.5,31000,21000,43000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2018,"Asian",2,0.6,5.1,4.5,1.4,10.3,3.2,1.4,6.3,19000,8000,38000
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults",2018,"European/Other",12,9.5,14.8,12.4,8.3,17.6,12.2,9.7,15.1,362000,287000,448000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2012,"Least (1-3)",8.4,4.4,14.1,10.9,5.5,18.9,9.6,5.4,15.5,91000,51000,147000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2012,"Mid (4-7)",10.8,6.3,16.9,10.4,7,14.8,10.6,7.2,15,159000,108000,224000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2012,"Most (8-10)",7.6,4.2,12.4,11.5,6.7,18.1,9.5,6,14,99000,63000,147000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2012,"Total",9.2,6.7,12.3,10.9,8.2,14,10,7.9,12.6,350000,277000,440000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2012,"15-24",8.9,3.7,17.5,13.6,6.1,24.9,11.3,5.8,19.3,70000,36000,120000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2012,"25-44",8.4,5.5,12.2,12.8,8.6,18.2,10.5,7.8,13.8,120000,89000,157000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2012,"45-64",9.9,6.1,14.9,8.2,4.3,14,9.1,6,13.2,101000,66000,146000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2012,"65+",9.8,5.5,15.8,9,5.1,14.5,9.4,5.8,14.3,59000,36000,89000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2012,"Non-problem gambler",10.8,7.5,15,14.7,10.8,19.3,12.6,9.6,16.2,287000,219000,368000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2012,"Low-risk gambler",55.5,28.5,80.3,29.6,11.6,53.9,41,24.4,59.3,39000,23000,56000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2012,"Moderate-risk or problem gambler",NA,NA,NA,NA,NA,NA,31.4,10.1,60.7,14000,5000,28000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2012,"Maori",6.3,3.1,11.2,8.9,3.5,17.9,7.6,4.3,12.2,34000,19000,56000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2012,"Pacific",4.4,2.1,8.2,6.7,1.7,16.9,5.5,2.5,10.3,11000,5000,21000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2012,"Asian",9.7,4,19,10.3,2.5,25.6,10,4.9,17.7,39000,19000,70000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2012,"European/Other",10.2,7.1,13.9,11.2,8.3,14.7,10.7,8.1,13.7,289000,220000,371000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2014,"Least (1-3)",6.6,3.1,12.2,6,2.5,11.8,6.3,3.5,10.5,72000,40000,120000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2014,"Mid (4-7)",8.2,5.5,11.7,8.6,5.3,13.1,8.4,6.2,11.2,131000,95000,174000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2014,"Most (8-10)",4.2,2.2,7.3,5.8,2,12.8,4.9,2.7,8.2,44000,24000,72000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2014,"Total",6.7,4.9,8.8,7.1,5,9.8,6.9,5.5,8.6,247000,197000,310000
"ind_32","Gaming machines and pokies","Pokies at casinos","adults",2014,"15-24",12.1,5.4,22.5,6.8,2.2,15.2,9.4,4.8,16,61000,31000,103000
