"indicator","subtopic","short.description","population","group","percent.12","percent.14","percent.16","percent.18","p.value.18.12","p.value.18.14","p.value.18.16","p.value.16.12","p.value.16.14"
"ind_2","Gambling participation","Pokies at pub/club/casino","adults","Most (8-10)",18.1,16.6,11.7,18.4,0.9,0.5,0,NA,NA
"ind_2","Gambling participation","Pokies at pub/club/casino","adults","Non-problem gambler",20.6,18.5,14,17.8,0.2,0.7,0.1,NA,NA
"ind_2","Gambling participation","Pokies at pub/club/casino","adults","Low-risk gambler",66.4,38.2,49.9,23.1,0,0.2,0,NA,NA
"ind_2","Gambling participation","Pokies at pub/club/casino","adults","Moderate-risk or problem gambler",62.8,79.3,72.5,59.9,0.9,0.3,0.4,NA,NA
"ind_20","Attitudes to gambling harm","Know what to do to help a friend or family member","adults","Total",45.3,59.7,56.2,NA,NA,NA,NA,0,0.1
"ind_20","Attitudes to gambling harm","Know what to do to help a friend or family member","adults","Men",44.5,59.6,56.4,NA,NA,NA,NA,0,0.3
"ind_20","Attitudes to gambling harm","Know what to do to help a friend or family member","adults","Women",45.9,59.7,56,NA,NA,NA,NA,0,0.2
"ind_20","Attitudes to gambling harm","Know what to do to help a friend or family member","adults","15-24",38.1,48.4,44.8,NA,NA,NA,NA,0.2,0.5
"ind_20","Attitudes to gambling harm","Know what to do to help a friend or family member","adults","25-44",50,63.4,60,NA,NA,NA,NA,0,0.3
"ind_20","Attitudes to gambling harm","Know what to do to help a friend or family member","adults","45-64",47.8,64.5,59.8,NA,NA,NA,NA,0,0.2
"ind_20","Attitudes to gambling harm","Know what to do to help a friend or family member","adults","65+",39.1,56.3,54.2,NA,NA,NA,NA,0,0.6
"ind_20","Attitudes to gambling harm","Know what to do to help a friend or family member","adults","Maori",46,59.5,57.6,NA,NA,NA,NA,0,0.6
"ind_20","Attitudes to gambling harm","Know what to do to help a friend or family member","adults","Pacific",47.6,64.3,50.7,NA,NA,NA,NA,0.6,0
"ind_20","Attitudes to gambling harm","Know what to do to help a friend or family member","adults","Asian",35.8,36.8,44.3,NA,NA,NA,NA,0.3,0.2
"ind_20","Attitudes to gambling harm","Know what to do to help a friend or family member","adults","European/Other",46.5,63.2,58.9,NA,NA,NA,NA,0,0.1
"ind_20","Attitudes to gambling harm","Know what to do to help a friend or family member","adults","Least (1-3)",41.7,60.9,57.7,NA,NA,NA,NA,0,0.4
"ind_20","Attitudes to gambling harm","Know what to do to help a friend or family member","adults","Mid (4-7)",47.7,58.9,56.9,NA,NA,NA,NA,0,0.5
"ind_20","Attitudes to gambling harm","Know what to do to help a friend or family member","adults","Most (8-10)",44.9,59.6,53.2,NA,NA,NA,NA,0,0.1
"ind_20","Attitudes to gambling harm","Know what to do to help a friend or family member","adults","Non-gambler",35.7,53.1,44.2,NA,NA,NA,NA,0,0
"ind_20","Attitudes to gambling harm","Know what to do to help a friend or family member","adults","Non-problem gambler",48.5,61.9,61,NA,NA,NA,NA,0,0.7
"ind_20","Attitudes to gambling harm","Know what to do to help a friend or family member","adults","Low-risk gambler",61.6,64.2,62.5,NA,NA,NA,NA,0.9,0.9
"ind_20","Attitudes to gambling harm","Know what to do to help a friend or family member","adults","Moderate-risk or problem gambler",64.2,79.1,70.3,NA,NA,NA,NA,0.6,0.5
"ind_21","Attitudes to gambling harm","Concern with the level of gambling in the community","adults","Total",52,53.4,43.8,48,0.1,0,0.1,NA,NA
"ind_21","Attitudes to gambling harm","Concern with the level of gambling in the community","adults","Men",51.4,52.5,43.2,45.5,0.1,0.1,0.5,NA,NA
"ind_21","Attitudes to gambling harm","Concern with the level of gambling in the community","adults","Women",52.5,54.2,44.4,50.3,0.5,0.2,0,NA,NA
"ind_21","Attitudes to gambling harm","Concern with the level of gambling in the community","adults","15-24",45.3,48.9,41,46.9,0.8,0.8,0.3,NA,NA
"ind_21","Attitudes to gambling harm","Concern with the level of gambling in the community","adults","25-44",52.3,52.3,45.5,45,0.1,0.1,0.9,NA,NA
"ind_21","Attitudes to gambling harm","Concern with the level of gambling in the community","adults","45-64",57.2,60.7,47.7,53.8,0.4,0.1,0.1,NA,NA
"ind_21","Attitudes to gambling harm","Concern with the level of gambling in the community","adults","65+",48.9,47.6,37,44.9,0.3,0.5,0,NA,NA
"ind_21","Attitudes to gambling harm","Concern with the level of gambling in the community","adults","Maori",51.8,51.5,48.5,55.3,0.4,0.4,0.1,NA,NA
"ind_21","Attitudes to gambling harm","Concern with the level of gambling in the community","adults","Pacific",60.5,62.5,54.2,52.2,0.1,0.1,0.7,NA,NA
"ind_21","Attitudes to gambling harm","Concern with the level of gambling in the community","adults","Asian",60.3,53.1,46.2,44.4,0,0.3,0.8,NA,NA
"ind_21","Attitudes to gambling harm","Concern with the level of gambling in the community","adults","European/Other",50.5,52.9,42.1,49.1,0.6,0.2,0,NA,NA
"ind_21","Attitudes to gambling harm","Concern with the level of gambling in the community","adults","Least (1-3)",46.7,60.2,40.7,46.3,1,0,0.3,NA,NA
"ind_21","Attitudes to gambling harm","Concern with the level of gambling in the community","adults","Mid (4-7)",54.4,48.7,44,48.6,0.1,1,0.1,NA,NA
"ind_21","Attitudes to gambling harm","Concern with the level of gambling in the community","adults","Most (8-10)",53.4,52.8,47.3,49.8,0.3,0.5,0.5,NA,NA
"ind_21","Attitudes to gambling harm","Concern with the level of gambling in the community","adults","Non-gambler",50.4,50.8,44.2,41.4,0,0,0.4,NA,NA
"ind_21","Attitudes to gambling harm","Concern with the level of gambling in the community","adults","Non-problem gambler",52.2,53.6,43.1,51.2,0.7,0.4,0,NA,NA
"ind_21","Attitudes to gambling harm","Concern with the level of gambling in the community","adults","Low-risk gambler",60.7,62.1,49.9,42.2,0.2,0.1,0.5,NA,NA
"ind_21","Attitudes to gambling harm","Concern with the level of gambling in the community","adults","Moderate-risk or problem gambler",59,71.9,54.1,66,0.7,0.7,0.4,NA,NA
"ind_22","Gambling harm","‘Checked in’ about gambling","adults have gambled in the last 12 months","Total",NA,3.6,4.5,4.5,NA,0.4,1,NA,NA
"ind_22","Gambling harm","‘Checked in’ about gambling","adults have gambled in the last 12 months","Men",NA,5.4,6.5,6.1,NA,0.7,0.9,NA,NA
"ind_22","Gambling harm","‘Checked in’ about gambling","adults have gambled in the last 12 months","Women",NA,1.9,2.6,2.9,NA,0.4,0.8,NA,NA
"ind_22","Gambling harm","‘Checked in’ about gambling","adults have gambled in the last 12 months","15-24",NA,2.8,5.8,7.3,NA,0.5,0.8,NA,NA
"ind_22","Gambling harm","‘Checked in’ about gambling","adults have gambled in the last 12 months","25-44",NA,3.3,3.6,4.3,NA,0.6,0.7,NA,NA
"ind_22","Gambling harm","‘Checked in’ about gambling","adults have gambled in the last 12 months","45-64",NA,4.9,5.2,4.4,NA,0.8,0.6,NA,NA
"ind_22","Gambling harm","‘Checked in’ about gambling","adults have gambled in the last 12 months","65+",NA,2.5,3.9,3.3,NA,0.8,0.8,NA,NA
"ind_22","Gambling harm","‘Checked in’ about gambling","adults have gambled in the last 12 months","Maori",NA,4.8,8.5,8.2,NA,0.2,0.9,NA,NA
"ind_22","Gambling harm","‘Checked in’ about gambling","adults have gambled in the last 12 months","Pacific",NA,7.8,9.5,10.4,NA,0.6,0.8,NA,NA
"ind_22","Gambling harm","‘Checked in’ about gambling","adults have gambled in the last 12 months","Asian",NA,4.2,9.6,4.7,NA,0.9,0.3,NA,NA
"ind_22","Gambling harm","‘Checked in’ about gambling","adults have gambled in the last 12 months","European/Other",NA,2.8,3.5,3.6,NA,0.6,1,NA,NA
"ind_22","Gambling harm","‘Checked in’ about gambling","adults have gambled in the last 12 months","Least (1-3)",NA,2.2,2.6,2.3,NA,0.9,0.8,NA,NA
"ind_22","Gambling harm","‘Checked in’ about gambling","adults have gambled in the last 12 months","Mid (4-7)",NA,3,5.2,5.7,NA,0.3,0.9,NA,NA
"ind_22","Gambling harm","‘Checked in’ about gambling","adults have gambled in the last 12 months","Most (8-10)",NA,6.5,5.7,5.4,NA,0.6,0.9,NA,NA
"ind_22","Gambling harm","‘Checked in’ about gambling","adults have gambled in the last 12 months","Non-problem gambler",NA,3,2.2,2.3,NA,0.4,0.9,NA,NA
"ind_22","Gambling harm","‘Checked in’ about gambling","adults have gambled in the last 12 months","Low-risk gambler",NA,19,19.7,13.2,NA,0.5,0.5,NA,NA
"ind_22","Gambling harm","‘Checked in’ about gambling","adults have gambled in the last 12 months","Moderate-risk or problem gambler",NA,54.8,70.2,66.8,NA,0.5,0.8,NA,NA
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults","Total",NA,8.1,4.5,5.5,NA,0,0.2,NA,NA
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults","Men",NA,8.2,4.8,6.1,NA,0.2,0.4,NA,NA
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults","Women",NA,8,4.1,5,NA,0,0.4,NA,NA
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults","15-24",NA,6.7,3.4,6.2,NA,0.9,0.4,NA,NA
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults","25-44",NA,11.4,5.9,5.1,NA,0,0.6,NA,NA
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults","45-64",NA,6.9,4.7,5.6,NA,0.5,0.5,NA,NA
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults","65+",NA,6,2.4,5.5,NA,0.8,0,NA,NA
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults","Maori",NA,10.3,7.1,8.8,NA,0.6,0.4,NA,NA
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults","Pacific",NA,11.5,6.4,7.1,NA,0.3,0.8,NA,NA
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults","Asian",NA,3.5,4.5,2.8,NA,0.8,0.5,NA,NA
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults","European/Other",NA,8.5,4.3,5.4,NA,0,0.3,NA,NA
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults","Least (1-3)",NA,5.9,4.2,3.9,NA,0.2,0.8,NA,NA
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults","Mid (4-7)",NA,8.7,4.8,5.8,NA,0.1,0.5,NA,NA
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults","Most (8-10)",NA,10.1,4.1,7,NA,0.2,0,NA,NA
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults","Non-problem gambler",NA,10.2,4.1,6.3,NA,0,0,NA,NA
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults","Low-risk gambler",NA,16.1,30.7,16.8,NA,0.9,0.1,NA,NA
"ind_26","Gaming machines and pokies","Spent more than $25 on playing gaming machines/pokies","adults","Moderate-risk or problem gambler",NA,53.8,52,52.7,NA,1,1,NA,NA
"ind_3","Gambling participation","Any NZ Lotto products","adults","Total",59.7,59.5,60.8,55.1,0,0,0,NA,NA
"ind_3","Gambling participation","Any NZ Lotto products","adults","Men",57.9,58.3,61.5,55.2,0.4,0.3,0,NA,NA
"ind_3","Gambling participation","Any NZ Lotto products","adults","Women",61.5,60.5,60.2,55,0,0,0,NA,NA
"ind_3","Gambling participation","Any NZ Lotto products","adults","15-24",38.7,36.5,37.1,30.7,0.2,0.4,0.2,NA,NA
"ind_3","Gambling participation","Any NZ Lotto products","adults","25-44",62.9,61.6,62.1,55,0,0,0,NA,NA
"ind_3","Gambling participation","Any NZ Lotto products","adults","45-64",67.8,68.4,71.5,64.5,0.3,0.2,0,NA,NA
"ind_3","Gambling participation","Any NZ Lotto products","adults","65+",60.6,63,63,62.2,0.7,0.8,0.8,NA,NA
"ind_3","Gambling participation","Any NZ Lotto products","adults","Maori",62.6,60.7,60.4,56.7,0.1,0.3,0.3,NA,NA
"ind_3","Gambling participation","Any NZ Lotto products","adults","Pacific",55.7,50.9,50.7,51.5,0.4,0.9,0.9,NA,NA
"ind_3","Gambling participation","Any NZ Lotto products","adults","Asian",47.2,45.1,45.8,34.2,0,0.2,0,NA,NA
"ind_3","Gambling participation","Any NZ Lotto products","adults","European/Other",60.3,62.9,64.3,59.3,0.7,0.2,0,NA,NA
"ind_3","Gambling participation","Any NZ Lotto products","adults","Least (1-3)",61.3,64.7,62.8,57.2,0.3,0.1,0.1,NA,NA
"ind_3","Gambling participation","Any NZ Lotto products","adults","Mid (4-7)",60.5,59.1,60.2,53.9,0,0.1,0,NA,NA
"ind_3","Gambling participation","Any NZ Lotto products","adults","Most (8-10)",57.3,53.3,59.5,54.7,0.5,0.7,0.1,NA,NA
"ind_3","Gambling participation","Any NZ Lotto products","adults","Non-problem gambler",86.1,84.5,86.8,82.5,0.1,0.3,0,NA,NA
"ind_3","Gambling participation","Any NZ Lotto products","adults","Low-risk gambler",89.6,85.9,79.7,71.5,0.1,0.3,0.5,NA,NA
"ind_3","Gambling participation","Any NZ Lotto products","adults","Moderate-risk or problem gambler",90.7,88.6,91,84.5,0.5,0.7,0.6,NA,NA
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults","Total",13.1,12.8,9.9,11.3,0.3,0.3,0.3,NA,NA
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults","Men",12.8,12.9,10.1,11.7,0.7,0.6,0.5,NA,NA
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults","Women",13.3,12.7,9.7,10.9,0.2,0.3,0.4,NA,NA
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults","15-24",15.3,13.5,11.1,13.8,0.8,1,0.6,NA,NA
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults","25-44",13.4,18.2,13,11.6,0.4,0,0.5,NA,NA
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults","45-64",12,9.9,8.2,10.1,0.4,0.9,0.3,NA,NA
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults","65+",12.2,7.6,6,10.4,0.5,0.2,0,NA,NA
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults","Maori",18,18.2,19.1,14.9,0.3,0.3,0.2,NA,NA
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults","Pacific",10.5,15.4,11,11.6,0.8,0.4,0.8,NA,NA
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults","Asian",8.2,2.7,4,3.2,0.2,0.8,0.7,NA,NA
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults","European/Other",13.3,13.8,10.3,12.2,0.6,0.4,0.2,NA,NA
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults","Least (1-3)",12.1,11,8.3,7.1,0.1,0.1,0.5,NA,NA
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults","Mid (4-7)",12.3,12.8,10.8,12.1,0.9,0.8,0.6,NA,NA
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults","Most (8-10)",15.1,15.1,10.2,15.3,1,0.9,0,NA,NA
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults","Non-problem gambler",16.3,15.9,11.6,15.3,0.7,0.8,0,NA,NA
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults","Low-risk gambler",52.2,36.9,36.9,20.8,0,0.1,0.1,NA,NA
"ind_31","Gaming machines and pokies","Pokies at either pubs/clubs","adults","Moderate-risk or problem gambler",59.3,70.2,70.5,57.7,0.9,0.5,0.4,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","Total",10,6.9,5.1,4.9,0,0.1,0.9,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","Men",10.9,7.1,4.4,4.6,0,0.1,0.8,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","Women",9.2,6.7,5.8,5.2,0,0.3,0.6,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","15-24",11.3,9.4,5.4,5.4,0.2,0.3,1,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","25-44",10.5,9.7,6,5.4,0,0,0.7,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","45-64",9.1,4.1,5.3,4.6,0,0.7,0.6,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","65+",9.4,4.1,2.7,4.3,0,0.9,0.2,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","Maori",7.6,7.4,6.9,5.2,0.3,0.3,0.4,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","Pacific",5.5,11.6,6.3,6.1,0.8,0.2,0.9,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","Asian",10,3.1,5.4,4.4,0.1,0.6,0.7,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","European/Other",10.7,7.3,5,4.9,0,0.1,1,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","Least (1-3)",9.6,6.3,5.4,3.7,0,0.2,0.3,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","Mid (4-7)",10.6,8.4,5.8,4.4,0,0,0.4,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","Most (8-10)",9.5,4.9,3.6,7.2,0.3,0.2,0,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","Non-problem gambler",12.6,8.6,6.1,6.4,0,0.1,0.8,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","Low-risk gambler",41,16.7,22.9,10.9,0,0.4,0.1,NA,NA
"ind_32","Gaming machines and pokies","Pokies at casinos","adults","Moderate-risk or problem gambler",31.4,42,23.4,32.1,1,0.7,0.7,NA,NA
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults","Total",NA,NA,93.7,95.5,NA,NA,0,NA,NA
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults","Men",NA,NA,92.3,95.2,NA,NA,0,NA,NA
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults","Women",NA,NA,95,95.9,NA,NA,0.3,NA,NA
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults","15-24",NA,NA,94.7,96,NA,NA,0.6,NA,NA
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults","25-44",NA,NA,94.2,96.8,NA,NA,0,NA,NA
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults","45-64",NA,NA,93.4,94.1,NA,NA,0.7,NA,NA
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults","65+",NA,NA,92.2,95.1,NA,NA,0.1,NA,NA
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults","Maori",NA,NA,91.1,94.5,NA,NA,0.1,NA,NA
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults","Pacific",NA,NA,95.3,97.1,NA,NA,0.3,NA,NA
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults","Asian",NA,NA,96.8,96.4,NA,NA,0.9,NA,NA
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults","European/Other",NA,NA,92.8,95.4,NA,NA,0,NA,NA
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults","Least (1-3)",NA,NA,95.3,97.6,NA,NA,0.1,NA,NA
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults","Mid (4-7)",NA,NA,92.5,95.2,NA,NA,0.1,NA,NA
"ind_33","Attitudes to tobacco","Banning smoking in cars when children under 18 years old are present","adults","Most (8-10)",NA,NA,93.7,94.3,NA,NA,0.7,NA,NA
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults","Total",NA,75.7,78.8,78.3,NA,0.1,0.7,NA,NA
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults","Men",NA,71.6,75.8,77.5,NA,0,0.5,NA,NA
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults","Women",NA,79.5,81.7,79,NA,0.8,0.1,NA,NA
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults","15-24",NA,62.6,69.9,75,NA,0,0.3,NA,NA
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults","25-44",NA,75.3,79.3,76.3,NA,0.7,0.3,NA,NA
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults","45-64",NA,79.6,79.9,78.6,NA,0.7,0.6,NA,NA
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults","65+",NA,82.3,84.8,83.8,NA,0.6,0.7,NA,NA
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults","Maori",NA,62.5,67.3,70.1,NA,0.1,0.5,NA,NA
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults","Pacific",NA,74.9,76.1,78.6,NA,0.5,0.6,NA,NA
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults","Asian",NA,85.4,86,84,NA,0.8,0.7,NA,NA
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults","European/Other",NA,75,78.1,77.9,NA,0.2,0.9,NA,NA
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults","Least (1-3)",NA,80.7,83.1,82.8,NA,0.6,0.9,NA,NA
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults","Mid (4-7)",NA,74.7,78.3,76.8,NA,0.5,0.5,NA,NA
"ind_34","Attitudes to tobacco","Banning smoking in all public outdoor dining areas","adults","Most (8-10)",NA,70.9,74.6,75.2,NA,0.2,0.8,NA,NA
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults","Total",71.4,67.9,70.6,68.9,0.2,0.6,0.4,NA,NA
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults","Men",66.7,64.6,66.1,64.9,0.6,0.9,0.7,NA,NA
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults","Women",75.9,71,74.8,72.8,0.2,0.5,0.3,NA,NA
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults","15-24",73.6,61.5,71.5,61.3,0,1,0.1,NA,NA
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults","25-44",66.6,66.2,69.7,71.4,0.2,0.1,0.6,NA,NA
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults","45-64",72.6,70.5,71.9,69.7,0.4,0.8,0.5,NA,NA
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults","65+",76.3,72.8,68.8,70.2,0.1,0.5,0.7,NA,NA
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults","Maori",59.5,62.6,63.6,66.3,0.1,0.4,0.5,NA,NA
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults","Pacific",78,75.3,69,80.4,0.5,0.3,0,NA,NA
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults","Asian",83.5,81.8,86.1,79.4,0.5,0.7,0.2,NA,NA
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults","European/Other",71.8,64.9,68.4,66.9,0,0.4,0.5,NA,NA
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults","Least (1-3)",72.8,68.8,75.9,74.8,0.6,0.2,0.8,NA,NA
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults","Mid (4-7)",73.4,67.9,69.1,66.3,0,0.6,0.4,NA,NA
"ind_35","Attitudes to tobacco","Reduce number of places allowed to sell cigarettes and tobacco","adults","Most (8-10)",67.4,66.7,66.6,65.7,0.6,0.8,0.8,NA,NA
"ind_36","Attitudes to tobacco","Increase price to decrease affordability for young people",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ","adults","Total",37.1,37.7,36.6,38.8,0.1,0.3,0,NA,NA
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ","adults","Men",35.2,35,34.8,37,0.2,0.2,0.1,NA,NA
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ","adults","Women",38.9,40.4,38.3,40.6,0.2,0.9,0.1,NA,NA
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ","adults","15-24",42.1,48,45.1,47.6,0.1,0.9,0.4,NA,NA
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ","adults","25-44",38.6,38.2,38.2,39.2,0.7,0.5,0.5,NA,NA
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ","adults","45-64",34.9,34.2,33.5,36.5,0.3,0.2,0,NA,NA
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ","adults","65+",32.6,32.4,30.4,33.4,0.6,0.5,0.1,NA,NA
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ","adults","Maori",48.2,48.7,47.8,49.7,0.5,0.6,0.4,NA,NA
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ","adults","Pacific",49.6,54.7,52.9,55.8,0,0.7,0.2,NA,NA
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ","adults","Asian",49.3,45.8,44.1,45.6,0.3,1,0.6,NA,NA
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ","adults","European/Other",33.8,33.9,32.9,34.5,0.5,0.6,0.1,NA,NA
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ","adults","Least (1-3)",30.1,31.2,29.5,32,0.3,0.7,0.1,NA,NA
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ","adults","Mid (4-7)",36.4,37.4,36.8,37.9,0.4,0.8,0.5,NA,NA
"ind_37","Attitudes to tobacco","Perceived proportion of smokers in NZ","adults","Most (8-10)",44.5,47.1,44.8,48.3,0.1,0.5,0.1,NA,NA
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults","Total",42.8,47.6,57.9,NA,NA,NA,NA,0,0
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults","Men",43.9,48.9,59.6,NA,NA,NA,NA,0,0
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults","Women",41.7,46.2,56.4,NA,NA,NA,NA,0,0
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults","15-24",30.6,43.4,53.6,NA,NA,NA,NA,0,0.1
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults","25-44",42.1,44.8,52.8,NA,NA,NA,NA,0,0
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults","45-64",48.2,49.7,61,NA,NA,NA,NA,0,0
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults","65+",46.7,52.8,65.8,NA,NA,NA,NA,0,0
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults","Maori",40.8,48.9,55.2,NA,NA,NA,NA,0,0.1
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults","Pacific",39.1,45,45.9,NA,NA,NA,NA,0.1,0.9
"ind_38","Attitudes to tobacco","Awareness of Smokefree 2025","adults","Asian",38.9,37.2,43.1,NA,NA,NA,NA,0.5,0.4
